tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	0	0	live	RP4-734G22.3		gene_id:ENSG00000272078.1, gene_status:NOVEL, gene_type:antisense			1		10639241	10654333	plus		
9606	Homo sapiens	0	0	live	RP4-635E18.8		gene_id:ENSG00000271895.2, gene_status:NOVEL, gene_type:antisense			1		11029659	11030528	plus		
9606	Homo sapiens	0	0	live	RP4-635E18.7		gene_id:ENSG00000226849.1, gene_status:NOVEL, gene_type:antisense			1		11068471	11073097	plus		
9606	Homo sapiens	0	0	live	RP4-635E18.6		gene_id:ENSG00000230337.1, gene_status:NOVEL, gene_type:antisense			1		11099675	11102100	plus		
9606	Homo sapiens	0	0	live	MTOR-AS1		gene_id:ENSG00000225602.4, gene_status:NOVEL, gene_type:antisense			1		11143898	11149537	plus		
9606	Homo sapiens	0	0	live	RP1-69M21.2		gene_id:ENSG00000235643.1, gene_status:NOVEL, gene_type:lincRNA			1		11609531	11613355	plus		
9606	Homo sapiens	0	0	live	RP11-56N19.5		gene_id:ENSG00000177553.6, gene_status:NOVEL, gene_type:antisense			1		11779619	11777077	minus		
9606	Homo sapiens	0	0	live	NPPA-AS1		gene_id:ENSG00000242349.4, gene_status:KNOWN, gene_type:antisense			1		11841017	11848079	plus		
9606	Homo sapiens	0	0	live	RP5-888M10.2		gene_id:ENSG00000229484.1, gene_status:NOVEL, gene_type:lincRNA			1		12527724	12528420	plus		
9606	Homo sapiens	0	0	live	RP11-474O21.5		gene_id:ENSG00000272482.1, gene_status:NOVEL, gene_type:lincRNA			1		12619244	12618900	minus		
9606	Homo sapiens	0	0	live	RP5-845O24.8		gene_id:ENSG00000228338.1, gene_status:NOVEL, gene_type:lincRNA			1		12823159	12822686	minus		
9606	Homo sapiens	0	0	live	RP13-221M14.2		gene_id:ENSG00000233336.1, gene_status:NOVEL, gene_type:lincRNA			1		13147460	13146981	minus		
9606	Homo sapiens	0	0	live	RP11-219C24.10		gene_id:ENSG00000228229.2, gene_status:NOVEL, gene_type:lincRNA			1		13324039	13324518	plus		
9606	Homo sapiens	0	0	live	RP4-597A16.2		gene_id:ENSG00000259961.1, gene_status:NOVEL, gene_type:antisense			1		13513220	13516270	plus		
9606	Homo sapiens	0	0	live	CTA-520D8.2		gene_id:ENSG00000237445.2, gene_status:NOVEL, gene_type:lincRNA			1		13659910	13657311	minus		
9606	Homo sapiens	0	0	live	RP11-344F13.1		gene_id:ENSG00000231606.1, gene_status:NOVEL, gene_type:lincRNA			1		14223118	14221891	minus		
9606	Homo sapiens	0	0	live	RP4-704D23.1		gene_id:ENSG00000234593.1, gene_status:NOVEL, gene_type:lincRNA			1		14351023	14348955	minus		
9606	Homo sapiens	0	0	live	TMEM51-AS1		gene_id:ENSG00000175147.10, gene_status:KNOWN, gene_type:antisense			1		15152464	15111815	minus		
9606	Homo sapiens	0	0	live	RP3-467K16.2		gene_id:ENSG00000233485.1, gene_status:NOVEL, gene_type:antisense			1		15343876	15326680	minus		
9606	Homo sapiens	0	0	live	RP3-467K16.7		gene_id:ENSG00000236045.1, gene_status:NOVEL, gene_type:antisense			1		15335464	15334166	minus		
9606	Homo sapiens	0	0	live	RP3-467K16.4		gene_id:ENSG00000228140.1, gene_status:NOVEL, gene_type:lincRNA			1		15409433	15402979	minus		
9606	Homo sapiens	0	0	live	RP4-680D5.8		gene_id:ENSG00000272510.1, gene_status:NOVEL, gene_type:antisense			1		15565956	15565611	minus		
9606	Homo sapiens	0	0	live	RP4-680D5.2		gene_id:ENSG00000237301.1, gene_status:NOVEL, gene_type:antisense			1		15603626	15586136	minus		
9606	Homo sapiens	0	0	live	RP4-680D5.9		gene_id:ENSG00000271742.1, gene_status:NOVEL, gene_type:lincRNA			1		15683128	15682873	minus		
9606	Homo sapiens	0	0	live	RP11-288I21.1		gene_id:ENSG00000237938.4, gene_status:NOVEL, gene_type:antisense			1		15736896	15720312	minus		
9606	Homo sapiens	0	0	live	RP11-169K16.4		gene_id:ENSG00000224459.1, gene_status:NOVEL, gene_type:antisense			1		15749896	15740051	minus		
9606	Homo sapiens	0	0	live	FLJ37453		gene_id:ENSG00000179743.3, gene_status:NOVEL, gene_type:antisense			1		15848147	15834479	minus		
9606	Homo sapiens	0	0	live	RP11-5P18.5		gene_id:ENSG00000233078.1, gene_status:NOVEL, gene_type:antisense			1		16006671	16006160	minus		
9606	Homo sapiens	0	0	live	RP11-276H7.2		gene_id:ENSG00000227959.1, gene_status:NOVEL, gene_type:antisense			1		16155211	16157329	plus		
9606	Homo sapiens	0	0	live	RP11-276H7.3		gene_id:ENSG00000224621.1, gene_status:NOVEL, gene_type:antisense			1		16159266	16161883	plus		
9606	Homo sapiens	0	0	live	ARHGEF19-AS1		gene_id:ENSG00000234166.1, gene_status:NOVEL, gene_type:antisense			1		16197854	16198357	plus		
9606	Homo sapiens	0	0	live	RP4-798A10.2		gene_id:ENSG00000226029.1, gene_status:NOVEL, gene_type:lincRNA			1		16460948	16468481	plus		
9606	Homo sapiens	0	0	live	RP4-798A10.7		gene_id:ENSG00000261135.1, gene_status:NOVEL, gene_type:lincRNA			1		16514645	16515754	plus		
9606	Homo sapiens	0	0	live	RP4-798A10.4		gene_id:ENSG00000224174.2, gene_status:NOVEL, gene_type:lincRNA			1		16520694	16521796	plus		
9606	Homo sapiens	0	0	live	RP5-875O13.1		gene_id:ENSG00000233421.4, gene_status:NOVEL, gene_type:lincRNA			1		16536172	16533886	minus		
9606	Homo sapiens	0	0	live	RP5-1182A14.5		gene_id:ENSG00000271732.1, gene_status:NOVEL, gene_type:lincRNA			1		16617391	16617729	plus		
9606	Homo sapiens	0	0	live	CROCCP2		gene_id:ENSG00000215908.6, gene_status:NOVEL, gene_type:lincRNA			1		16644683	16618262	minus		
9606	Homo sapiens	0	0	live	RP1-163M9.7		gene_id:ENSG00000279151.1, gene_status:NOVEL, gene_type:lincRNA			1		16701546	16705594	plus		
9606	Homo sapiens	0	0	live	RP11-108M9.1		gene_id:ENSG00000223643.5, gene_status:NOVEL, gene_type:lincRNA			1		16853129	16851257	minus		
9606	Homo sapiens	0	0	live	RP11-108M9.2		gene_id:ENSG00000230239.1, gene_status:NOVEL, gene_type:lincRNA			1		16855407	16859284	plus		
9606	Homo sapiens	0	0	live	RP11-108M9.3		gene_id:ENSG00000228549.3, gene_status:NOVEL, gene_type:lincRNA			1		16870945	16874092	plus		
9606	Homo sapiens	0	0	live	RP11-108M9.4		gene_id:ENSG00000238142.1, gene_status:NOVEL, gene_type:lincRNA			1		16889649	16888538	minus		
9606	Homo sapiens	0	0	live	RP11-108M9.6		gene_id:ENSG00000272426.1, gene_status:NOVEL, gene_type:lincRNA			1		16904776	16904339	minus		
9606	Homo sapiens	0	0	live	RP1-37C10.3		gene_id:ENSG00000226526.1, gene_status:NOVEL, gene_type:antisense			1		16978926	17005091	plus		
9606	Homo sapiens	0	0	live	RP11-380J14.1		gene_id:ENSG00000204362.5, gene_status:KNOWN, gene_type:lincRNA			1		17189783	17197617	plus		
9606	Homo sapiens	0	0	live	RP1-20B21.4		gene_id:ENSG00000227751.1, gene_status:KNOWN, gene_type:antisense			1		17406760	17407382	plus		
9606	Homo sapiens	0	0	live	RP11-473A10.2		gene_id:ENSG00000236648.1, gene_status:NOVEL, gene_type:lincRNA			1		17717687	17749978	plus		
9606	Homo sapiens	0	0	live	RP11-174G17.2		gene_id:ENSG00000261781.1, gene_status:NOVEL, gene_type:lincRNA			1		18065657	18074412	plus		
9606	Homo sapiens	0	0	live	RP11-174G17.3		gene_id:ENSG00000280222.1, gene_status:KNOWN, gene_type:TEC			1		18109389	18115861	plus		
9606	Homo sapiens	0	0	live	RP11-174G17		gene_id:ENSG00000230035.2, gene_status:NOVEL, gene_type:antisense			1		18179346	18166929	minus		
9606	Homo sapiens	0	0	live	RP11-422P22.1		gene_id:ENSG00000225387.1, gene_status:NOVEL, gene_type:lincRNA			1		18385829	18388514	plus		
9606	Homo sapiens	0	0	live	RP5-1126H10.2		gene_id:ENSG00000272084.1, gene_status:NOVEL, gene_type:3prime_overlapping_ncrna			1		19075511	19072110	minus		
9606	Homo sapiens	0	0	live	RP1-43E13.2		gene_id:ENSG00000230424.1, gene_status:NOVEL, gene_type:antisense			1		19210501	19240704	plus		
9606	Homo sapiens	0	0	live	RP5-1056L3.1		gene_id:ENSG00000235185.1, gene_status:NOVEL, gene_type:antisense			1		19596832	19591802	minus		
9606	Homo sapiens	0	0	live	RP11-91K11.2		gene_id:ENSG00000235434.1, gene_status:NOVEL, gene_type:antisense			1		19814367	19819502	plus		
9606	Homo sapiens	0	0	live	RP3-340N1.2		gene_id:ENSG00000227066.1, gene_status:NOVEL, gene_type:lincRNA			1		20154338	20160568	plus		
9606	Homo sapiens	0	0	live	UBXN10-AS1		gene_id:ENSG00000225986.1, gene_status:NOVEL, gene_type:antisense			1		20186486	20184242	minus		
9606	Homo sapiens	0	0	live	RP3-340N1.6		gene_id:ENSG00000228105.1, gene_status:NOVEL, gene_type:lincRNA			1		20243095	20244655	plus		
9606	Homo sapiens	0	0	live	RP4-745E8.2		gene_id:ENSG00000226664.1, gene_status:NOVEL, gene_type:antisense			1		20323187	20294211	minus		
9606	Homo sapiens	0	0	live	LINC01141		gene_id:ENSG00000236963.4, gene_status:NOVEL, gene_type:lincRNA			1		20431234	20360579	minus		
9606	Homo sapiens	0	0	live	RP4-749H3.2		gene_id:ENSG00000226487.1, gene_status:NOVEL, gene_type:lincRNA			1		20413253	20412304	minus		
