tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
10090	Mus musculus	723950	0	live	Mir124a-2	Mirn124a-2, mir-124-2, mir-124a-2	microRNA 124a-2	mmu-mir-124-2|mmu-mir-124a-2	3	3	NC_000069.6	17795662	17795770	plus	1		
10090	Mus musculus	387202	0	live	Mir206	Mirn206, mmu-mir-206	microRNA 206	miR-206	1	1	NC_000067.6	20679010	20679082	plus	1		
10090	Mus musculus	387236	0	live	Mir125b-1	Mirn125b, Mirn125b-1, mir-125b-1	microRNA 125b-1	mmu-mir-125b-1	9	9	NC_000075.6	41581926	41582002	plus	1		
10090	Mus musculus	387233	0	live	Mir124a-1	Mirn124a, Mirn124a-1	microRNA 124a-1	mmu-mir-124-1|mmu-mir-124a-1	14	14	NC_000080.6	64590657	64590741	plus	1		
10090	Mus musculus	387145	0	live	Mir126a	Mir126, Mirn126, mir-126a, mmu-mir-126, mmu-mir-126a	microRNA 126a	microRNA 126	2	2	NC_000068.7	26591357	26591429	plus	1		
10090	Mus musculus	387142	0	live	Mir24-1	Mirn189, Mirn24, Mirn24-1, miR-189, miR-24, miR-24-1	microRNA 24-1	microRNA 189|mmu-mir-24-1	13	13	NC_000079.6	63301208	63301275	plus	1		
10090	Mus musculus	387176	0	live	Mir181a-2	Mirn181, Mirn181a, Mirn181a-2, miR-181, mir-181a, mir-181a-2	microRNA 181a-2	microRNA mir-181a-2|mmu-mir-181a|mmu-mir-181a-2	2	2	NC_000068.7	38852735	38852810	plus	1		
10090	Mus musculus	387139	0	live	Mir20a	Mir-20, Mirn20, Mirn20a, mir-20a, mmu-mir-20a	microRNA 20a		14	14	NC_000080.6	115044157	115044263	plus	1		
10090	Mus musculus	387133	0	live	Mir9-1	Mirn9, Mirn9-1, mir-9-1, mmu-mir-9-1	microRNA 9-1		3	3	NC_000069.6	88215598	88215686	plus	1		
10090	Mus musculus	387220	0	live	Mir27a	Mirn27a, mir-27a, mmu-mir-27a	microRNA 27a		8	8	NC_000074.6	84208672	84208758	plus	1		
10090	Mus musculus	387210	0	live	Mir214	Mirn214, mir-214, mmu-mir-214	microRNA 214		1	1	NC_000067.6	162223368	162223477	plus	1		
10090	Mus musculus	387216	0	live	Mir23a	Mirn23a, mir-23a, mmu-mir-23a	microRNA 23a		8	8	NC_000074.6	84208518	84208592	plus	1		
10090	Mus musculus	723951	0	live	Mir124a-3	Mirn124a-3, mir-124-3, mir-124a-3	microRNA 124a-3	mmu-mir-124-3|mmu-mir-124a-3	2	2	NC_000068.7	180894040	180894107	plus	1		
10090	Mus musculus	387168	0	live	Mir150	Mirn150, mir-150, mmu-mir-150	microRNA 150		7	7	NC_000073.6	45121757	45121821	plus	1		
10090	Mus musculus	723932	0	live	Mir34c	Mirn34c, mir-34c, mmu-mir-34c	microRNA 34c	mir 34c	9	9	NC_000075.6	51103034	51103110	minus	1		
10090	Mus musculus	387160	0	live	Mir142	Mirn142, miR-142, mir-142a, mmu-mir-142, mmu-mir-142a	microRNA 142		11	11	NC_000077.6	87756864	87756927	plus	1		
10090	Mus musculus	723959	0	live	Mir1a-2	Mir1-2, Mirn1-2, mir-1a-2, mmu-mir-1-2, mmu-mir-1a-2	microRNA 1a-2	microRNA 1-2|mir 1-2	18	18	NC_000084.6	10785481	10785552	minus	1		
10090	Mus musculus	387218	0	live	Mir26a-1	Mirn26a, Mirn26a-1, miR-26a, mir-26a-1	microRNA 26a-1	mmu-mir-26a-1	9	9	NC_000075.6	119031796	119031885	plus	1		
10090	Mus musculus	387206	0	live	Mir210	Mirn210, mir-210, mmu-mir-210	microRNA 210		7	7	NC_000073.6	141221384	141221493	minus	1		
10090	Mus musculus	387242	0	live	Mir200a	Mirn200a, mir-200a	microRNA 200a	mmu-mir-200a	4	4	NC_000070.6	156054896	156054985	minus	1		
10090	Mus musculus	387243	0	live	Mir200b	Mirn200b, mir-200b	microRNA 200b	mmu-mir-200b	4	4	NC_000070.6	156055681	156055750	minus	1		
10090	Mus musculus	723897	0	live	Mir33	Mirn33, mir-33, mmu-mir-33	microRNA 33	mir 33	15	15	NC_000081.6	82198122	82198190	plus	1		
10090	Mus musculus	387134	0	live	Mir16-1	Mirn16, Mirn16-1, miR-16, mir-16-1	microRNA 16-1	mmu-mir-16-1	14	14	NC_000080.6	61631880	61631972	minus	1		
10090	Mus musculus	387221	0	live	Mir27b	Mirn27b, mmu-mir-27b	microRNA 27b		13	13	NC_000079.6	63300712	63300784	plus	1		
10090	Mus musculus	387141	0	live	Mir22	Mirn22, mmu-mir-22	microRNA 22		11	11	NC_000077.6	75463716	75463810	plus	1		
10090	Mus musculus	723902	0	live	Mir7-1	Mir7a1, Mirn7-1, miR-7a1, mir-7a-1, mmu-miR-7a1, mmu-mir-7-1	microRNA 7-1	mir 7-1|mmu-mir-7a-1	13	13	NC_000079.6	58392779	58392886	minus	1		
10090	Mus musculus	723900	0	live	Mir375	Mirn375, mir-375, mmu-mir-375	microRNA 375	mir 375	1	1	NC_000067.6	74900658	74900721	minus	1		
10090	Mus musculus	387177	0	live	Mir182	Mirn182, mir-182, mmu-mir-182	microRNA 182		6	6	NC_000072.6	30165918	30165992	minus	1		
10090	Mus musculus	723827	0	live	Mir221	Mirn221, mir-221, mmu-mir-221	microRNA 221	mir 221	X	X	NC_000086.7	19146294	19146388	minus	1		
10090	Mus musculus	723895	0	live	Mir31	Mirn31, miR-31, mmu-mir-31	microRNA 31	mir 31	4	4	NC_000070.6	88910557	88910662	minus	1		
10090	Mus musculus	751549	0	live	Mir92-1	Mirn92-1, mir-92a-1	microRNA 92-1	mir 92-1|mmu-mir-92-1|mmu-mir-92a-1	14	14	NC_000080.6	115044427	115044506	plus	1		
10090	Mus musculus	387245	0	live	Mirlet7b	Mirnlet7b, let-7b, mmu-let-7b	microRNA let7b		15	15	NC_000081.6	85707319	85707403	plus	1		
10090	Mus musculus	723952	0	live	Mir125b-2	Mirn125b-2, mir-125b-2	microRNA 125b-2	mmu-mir-125b-2	16	16	NC_000082.6	77646273	77646343	plus	1		
10090	Mus musculus	387199	0	live	Mir203	Mirn203, mir-203, mmu-mir-203	microRNA 203		12	12	NC_000078.6	112130880	112130955	plus	1		
10090	Mus musculus	723828	0	live	Mir222	Mirn222, mir-222, mmu-mir-222	microRNA 222	mir 222	X	X	NC_000086.7	19146893	19146971	minus	1		
10090	Mus musculus	723870	0	live	Mir451a	Mir451, Mirn451, mir-451a, mmu-mir-451, mmu-mir-451a	microRNA 451a	microRNA 451|mir 451	11	11	NC_000077.6	78073170	78073241	plus	1		
10090	Mus musculus	387174	0	live	Mir15a	Mirn15a, mir-15a, mmu-mir-15a	microRNA 15a		14	14	NC_000080.6	61632027	61632110	minus	1		
10090	Mus musculus	723889	0	live	Mir378a	Mir378, Mirn378, mmu-mir-378, mmu-mir-378a	microRNA 378a	microRNA 378	18	18	NC_000084.6	61397835	61397900	minus	1		
10090	Mus musculus	723954	0	live	Mir133a-2	Mirn133a-2, mir-133a-2	microRNA 133a-2	mir 133a-2|mmu-mir-133a-2	2	2	NC_000068.7	180398379	180398482	plus	1		
10090	Mus musculus	723960	0	live	Mir24-2	Mirn24-2, mir-24-2	microRNA 24-2	mir 24-2|mmu-mir-24-2	8	8	NC_000074.6	84208815	84208921	plus	1		
10090	Mus musculus	387158	0	live	Mir140	Mirn140, mir-140, mmu-mir-140	microRNA 140		8	8	NC_000074.6	107551244	107551313	plus	1		
10090	Mus musculus	723965	0	live	Mirlet7a-2	Mirnlet7a-2, let-7a-2	microRNA let7a-2	let 7a-2|mmu-let-7a-2	9	9	NC_000075.6	41536716	41536811	plus	1		
10090	Mus musculus	387179	0	live	Mir184	Mirn184, mir-184, mmu-mir-184	microRNA 184		9	9	NC_000075.6	89802260	89802328	minus	1		
10090	Mus musculus	387195	0	live	Mir19b-2	Mirn19b, Mirn19b-2, miR-19b, mir-19b-2	microRNA 19b-2	mmu-mir-19b-2	X	X	NC_000086.7	52741983	52742066	minus	1		
10090	Mus musculus	387149	0	live	Mir130a	Mirn130, Mirn130a, mir-130a	microRNA 130a	mmu-mir-130a	2	2	NC_000068.7	84741115	84741178	minus	1		
10090	Mus musculus	723967	0	live	Mir9-2	Mirn9-2, mir-9-2, mmu-mir-9-2	microRNA 9-2	mir 9-2	13	13	NC_000079.6	83738814	83738885	plus	1		
10090	Mus musculus	723963	0	live	Mir29b-2	Mirn29b-2, mir-29b-2	microRNA 29b-2	mir 29b-2|mmu-mir-29b-2	1	1	NC_000067.6	195037040	195037120	plus	1		
10090	Mus musculus	387235	0	live	Mir125a	Mirn125a	microRNA 125a	mmu-mir-125a	17	17	NC_000083.6	17830812	17830879	plus	1		
10090	Mus musculus	723925	0	live	Mir106b	Mirn106b, mir-106b	microRNA 106b	mir 106b|mmu-mir-106b	5	5	NC_000071.6	138165737	138165818	minus	1		
10090	Mus musculus	387194	0	live	Mir199a-1	Mirn199, Mirn199a-1, mir-199a-1	microRNA 199a-1	mmu-mir-199a-1	9	9	NC_000075.6	21496495	21496564	minus	1		
10090	Mus musculus	387201	0	live	Mir205	Mirn205, mir-205, mmu-mir-205	microRNA 205		1	1	NC_000067.6	193507463	193507530	minus	1		
10090	Mus musculus	723886	0	live	Mir96	Mirn96, mir-96, mmu-mir-96	microRNA 96	mir 96	6	6	NC_000072.6	30169446	30169551	minus	1		
10090	Mus musculus	723949	0	live	Mir16-2	Mirn16-2, mir-16-2	microRNA 16-2	mmu-mir-16-2	3	3	NC_000069.6	69009902	69009996	plus	1		
10090	Mus musculus	387190	0	live	Mir195a	Mir195, Mirn195, mir-195a, mmu-mir-195, mmu-mir-195a	microRNA 195a	microRNA 195	11	11	NC_000077.6	70235042	70235135	plus	1		
10090	Mus musculus	723968	0	live	Mir9-3	Mirn9-3, mir-9-3, mmu-mir-9-3	microRNA 9-3	mir 9-3	7	7	NC_000073.6	79505264	79505353	plus	1		
10090	Mus musculus	387200	0	live	Mir204	Mirn204, mir-204, mmu-mir-204	microRNA 204		19	19	NC_000085.6	22750605	22750672	plus	1		
10090	Mus musculus	723893	0	live	Mir10a	Mirn10a, miR-10a, mmu-mir-10a	microRNA 10a	MicroRNA-10a|mir 10a	11	11	NC_000077.6	96317165	96317274	plus	1		
10090	Mus musculus	387246	0	live	Mirlet7c-1	Mirnlet7c, Mirnlet7c-1, let-7c-1	microRNA let7c-1	mmu-let-7c-1	16	16	NC_000082.6	77599657	77599750	plus	1		
10090	Mus musculus	387146	0	live	Mir127	Mirn127, mir-127, mmu-mir-127	microRNA 127		12	12	NC_000078.6	109592846	109592915	plus	1		
10090	Mus musculus	723826	0	live	Mir107	Mirn107, mir-107, mmu-mir-107	microRNA 107	mir 107	19	19	NC_000085.6	34820687	34820773	minus	1		
10090	Mus musculus	723838	0	live	Mir320	Mirn320, mir-320, mmu-mir-320	microRNA 320	mir 320	14	14	NC_000080.6	70443510	70443591	plus	1		
10090	Mus musculus	387178	0	live	Mir183	Mirn183, mir-183, mmu-mir-183	microRNA 183		6	6	NC_000072.6	30169668	30169737	minus	1		
10090	Mus musculus	723884	0	live	Mir7-2	Mir7a2, Mirn7-2, mir-7a-2, mir-7a2, mmu-mir-7-2, mmu-mir-7a2	microRNA 7-2	mir 7-2|mmu-mir-7a-2	7	7	NC_000073.6	78888277	78888373	plus	1		
10090	Mus musculus	723944	0	live	Mir200c	Mirn200c, mir-200c	microRNA 200c	mir 200c|mmu-mir-200c	6	6	NC_000072.6	124718322	124718390	minus	1		
10090	Mus musculus	723920	0	live	Mir302a	Mirn302, Mirn302a, mir-302a, mmu-mir-302	microRNA 302a	microRNA 302|mir 302|mmu-mir-302a	3	3	NC_000069.6	127545496	127545564	plus	1		
10090	Mus musculus	387162	0	live	Mir144	Mirn144, mir-144, mmu-mir-144	microRNA 144		11	11	NC_000077.6	78073005	78073070	plus	1		
10090	Mus musculus	751527	0	live	Mir19b-1	Mirn19b-1, mir-19b-1	microRNA 19b-1	mir 19b-1|mmu-mir-19b-1	14	14	NC_000080.6	115044305	115044391	plus	1		
10090	Mus musculus	723891	0	live	Mir19a	Mirn19a, mir-19a, mmu-mir-19a	microRNA 19a	mir 19a	14	14	NC_000080.6	115044000	115044081	plus	1		
10090	Mus musculus	723930	0	live	Mir335	Mirn335, mir-335, mmu-mir-335	microRNA 335	mir 335	6	6	NC_000072.6	30741299	30741396	plus	1		
10090	Mus musculus	387135	0	live	Mir18	Mirn18, mir-18a, mmu-mir-18, mmu-mir-18a	microRNA 18		14	14	NC_000080.6	115043851	115043946	plus	1		
10090	Mus musculus	723817	0	live	Mir133b	Mirn133b, mir-133b	microRNA 133b	mir 133b|mmu-mir-133b	1	1	NC_000067.6	20682769	20682887	plus	1		
10090	Mus musculus	723821	0	live	Mir199a-2	Mirn199a-2, mir-199a-2	microRNA 199a-2	mir 199a-2|mmu-mir-199a-2	1	1	NC_000067.6	162217814	162217923	plus	1		
10090	Mus musculus	723885	0	live	Mir93	Mirn93, mir-93, mmu-mir-93	microRNA 93	mir 93	5	5	NC_000071.6	138165523	138165610	minus	1		
10090	Mus musculus	387224	0	live	Mir29c	Mirn29c, mir-29c, mmu-mir-29c	microRNA 29c		1	1	NC_000067.6	195037547	195037634	plus	1		
10090	Mus musculus	387155	0	live	Mir137	Mirn137, mir-137, mmu-mir-137	microRNA 137		3	3	NC_000069.6	118433857	118433929	plus	1		
10090	Mus musculus	735252	0	live	Mir181a-1	Mirn181a-1, Mirn213, miR-213, mir-181a-1, mmu-mir-213	microRNA 181a-1	microRNA 213|mir 181a-1|mmu-mir-181a-1	1	1	NC_000067.6	137966455	137966541	plus	1		
10090	Mus musculus	387226	0	live	Mir30b	Mirn30b, mir-30b, mmu-mir-30b	microRNA 30b		15	15	NC_000081.6	68337415	68337510	minus	1		
10090	Mus musculus	723874	0	live	Mir483	Mirn483, mir-483, mmu-mir-483	microRNA 483	mir 483	7	7	NC_000073.6	142654924	142654996	minus	1		
10090	Mus musculus	387143	0	live	Mir101a	Mirn101, Mirn101a, miR-101, mir-101a	microRNA 101a	mmu-mir-101a	4	4	NC_000070.6	101346945	101347027	minus	1		
10090	Mus musculus	723849	0	live	Mir34b	Mirn34b, mir-34b, mmu-mir-34b	microRNA 34b	mir 34b	9	9	NC_000075.6	51103562	51103645	minus	1		
10090	Mus musculus	387217	0	live	Mir23b	Mirn23b, mmu-mir-23b	microRNA 23b		13	13	NC_000079.6	63300484	63300557	plus	1		
10090	Mus musculus	387159	0	live	Mir141	Mirn141, mir-141, mmu-mir-141	microRNA 141		6	6	NC_000072.6	124717914	124717985	minus	1		
10090	Mus musculus	387152	0	live	Mir134	Mirn134, mir-134, mmu-mir-134	microRNA 134		12	12	NC_000078.6	109734139	109734209	plus	1		
10090	Mus musculus	723926	0	live	Mir25	Mirn25, mir-25, mmu-mir-25	microRNA 25	mir 25	5	5	NC_000071.6	138165321	138165404	minus	1		
10090	Mus musculus	723966	0	live	Mirlet7c-2	Mirnlet7c-2, let-7c-2	microRNA let7c-2	let 7c-2|mmu-let-7c-2	15	15	NC_000081.6	85706603	85706697	plus	1		
10090	Mus musculus	387188	0	live	Mir193a	Mir193, Mirn193, mir-193a, mmu-mir-193, mmu-mir-193a	microRNA 193a	microRNA 193	11	11	NC_000077.6	79711969	79712034	plus	1		
10090	Mus musculus	387147	0	live	Mir128-1	Mirn128, Mirn128-1, Mirn128a, mir-128-1	microRNA 128-1	microRNA 128a|mmu-mir-128-1|mmu-mir-128a	1	1	NC_000067.6	128202361	128202430	plus	1		
10090	Mus musculus	387248	0	live	Mirlet7e	Mirnlet7e, mmu-let-7e	microRNA let7e		17	17	NC_000083.6	17830352	17830444	plus	1		
10090	Mus musculus	723894	0	live	Mir224	Mirn224, mir-224, mmu-mir-224	microRNA 224	mir 224	X	X	NC_000086.7	72261031	72261112	minus	1		
10090	Mus musculus	387175	0	live	Mir15b	Mirn15b, mir-15b, mmu-mir-15b	microRNA 15b		3	3	NC_000069.6	69009772	69009835	plus	1		
10090	Mus musculus	100049710	0	live	Mir290a	Mir290, Mirn290, mir-290a, mmu-miR-290, mmu-mir-290a	microRNA 290a	microRNA 290|microRNA mir-290	7	7	NC_000073.6	3218626	3218708	plus	1		
10090	Mus musculus	723834	0	live	Mir301	Mirn301, mir-301a, mmu-mir-301	microRNA 301	mir 301|mmu-mir-301a	11	11	NC_000077.6	87113004	87113089	plus	1		
10090	Mus musculus	723829	0	live	Mir106a	Mirn106a, mir-106a	microRNA 106a	mir 106a|mmu-mir-106a	X	X	NC_000086.7	52742503	52742567	minus	1		
10090	Mus musculus	387189	0	live	Mir194-1	Mirn194, Mirn194-1, miR-194, mir-194-1	microRNA 194-1	mmu-mir-194-1	1	1	NC_000067.6	185313319	185313385	plus	1		
10090	Mus musculus	387225	0	live	Mir30a	Mirn30a, mir-30a, mmu-mir-30a	microRNA 30a		1	1	NC_000067.6	23272269	23272339	plus	1		
10090	Mus musculus	723942	0	live	Mir92-2	Mirn92-2, mir-92a-2	microRNA 92-2	mir 92-2|mmu-mir-92-2|mmu-mir-92a-2	X	X	NC_000086.7	52741838	52741928	minus	1		
10090	Mus musculus	387187	0	live	Mir192	Mirn192, mir-192, mmu-mir-192	microRNA 192		19	19	NC_000085.6	6264844	6264932	plus	1		
10090	Mus musculus	387191	0	live	Mir196a-1	Mirn196, Mirn196a-1, miR-196, mir-196a-1	microRNA 196a-1	mmu-mir-196a-1	11	11	NC_000077.6	96265164	96265265	plus	1		
10090	Mus musculus	387166	0	live	Mir148a	Mirn148, Mirn148a, mir-148a	microRNA 148a	mmu-mir-148a	6	6	NC_000072.6	51269812	51269910	minus	1		
10090	Mus musculus	723825	0	live	Mir103-2	Mirn103-2, mir-103-2	microRNA 103-2	mir 103-2|mmu-mir-103-2	2	2	NC_000068.7	131288052	131288137	plus	1		
10090	Mus musculus	723962	0	live	Mir26a-2	Mirn26a-2, mir-26a-2	microRNA 26a-2	mir 26a-2|mmu-mir-26a-2	10	10	NC_000076.6	126995530	126995613	plus	1		
10090	Mus musculus	387208	0	live	Mir212	Mirn212, mir-212, mmu-mir-212	microRNA 212		11	11	NC_000077.6	75173388	75173478	plus	1		
10090	Mus musculus	723824	0	live	Mir103-1	Mirn103-1, mir-103-1	microRNA 103-1	mir 103-1|mmu-mir-103-1	11	11	NC_000077.6	35782396	35782481	plus	1		
10090	Mus musculus	387228	0	live	Mir30d	Mirn30d, mir-30d, mmu-mir-30d	microRNA 30d		15	15	NC_000081.6	68341208	68341289	minus	1		
10090	Mus musculus	723878	0	live	Mir494	Mirn494, mir-494, mmu-mir-494	microRNA 494	mir 494	12	12	NC_000078.6	109715318	109715402	plus	1		
10090	Mus musculus	387214	0	live	Mir218	Mirn218	microRNA 218										
10090	Mus musculus	387144	0	live	Mir10b	Mirn10b, mir-10b, mmu-mir-10b	microRNA 10b		2	2	NC_000068.7	74726070	74726137	plus	1		
10090	Mus musculus	387169	0	live	Mir151	Mirn151, mir-151, mmu-mir-151	microRNA 151		15	15	NC_000081.6	73254815	73254882	minus	1		
10090	Mus musculus	387247	0	live	Mirlet7d	Mirnlet7d, let-7d, mmu-let-7d	microRNA let7d		13	13	NC_000079.6	48536012	48536114	minus	1		
10090	Mus musculus	387249	0	live	Mirlet7g	Mirnlet7g, let-7g, mmu-let-7g	microRNA let7g		9	9	NC_000075.6	106178840	106178927	plus	1		
10090	Mus musculus	387180	0	live	Mir185	Mirn185, mir-185, mmu-mir-185	microRNA 185		16	16	NC_000082.6	18327401	18327465	minus	1		
10090	Mus musculus	751550	0	live	Mir146b	Mirn146b, mir-146b	microRNA 146b	mir 146b|mmu-mir-146b	19	19	NC_000085.6	46342762	46342870	plus	1		
10090	Mus musculus	723923	0	live	Mir20b	Mirn20b, mir-20b, mmu-mir-20b	microRNA 20b	mir 20b	X	X	NC_000086.7	52742113	52742192	minus	1		
10090	Mus musculus	387153	0	live	Mir135a-1	Mir135a01, Mirn135, Mirn135a-1, mir-135a-1	microRNA 135a-1	mmu-mir-135a-1	9	9	NC_000075.6	106154124	106154213	plus	1		
10090	Mus musculus	723879	0	live	Mir503	Mirn503, mmu-mir-503	microRNA 503	mir 503	X	X	NC_000086.7	53053984	53054054	minus	1		
10090	Mus musculus	723836	0	live	Mir30e	Mirn30e, mir-30e, mmu-mir-30e	microRNA 30e	mir 30e	4	4	NC_000070.6	120772606	120772697	minus	1		
10090	Mus musculus	387227	0	live	Mir30c-1	Mirn30c, Mirn30c-1, mir-30c-1	microRNA 30c-1	mmu-mir-30c-1	4	4	NC_000070.6	120769534	120769622	minus	1		
10090	Mus musculus	723890	0	live	Mir181b-1	Mirn181b-1, mir-181b-1	microRNA 181b-1	mir 181b-1|mmu-mir-181b-1	1	1	NC_000067.6	137966639	137966718	plus	1		
10090	Mus musculus	387219	0	live	Mir26b	Mirn26b, mir-26b, mmu-mir-26b	microRNA 26b		1	1	NC_000067.6	74394310	74394394	plus	1		
10090	Mus musculus	723892	0	live	Mir100	Mirn100, mir-100, mmu-mir-100	microRNA 100	mir 100	9	9	NC_000075.6	41531425	41531504	plus	1		
10090	Mus musculus	387156	0	live	Mir138-1	Mirn138, Mirn138-1, mir-138-1	microRNA 138-1	mmu-mir-138-1	9	9	NC_000075.6	122682876	122682974	plus	1		
10090	Mus musculus	723868	0	live	Mir449a	Mirn449, Mirn449a, mir-449a, mmu-mir-449	microRNA 449a	microRNA 449|mir 449|mmu-mir-449a	13	13	NC_000079.6	113037534	113037624	plus	1		
10090	Mus musculus	387204	0	live	Mir208a	Mirn208, Mirn208a, mir-208, mir-208a, mmu-mir-208	microRNA 208a	microRNA 208|mmu-mir-208a	14	14	NC_000080.6	54949060	54949142	minus	1		
10090	Mus musculus	387229	0	live	Mir99a	Mirn99a, mir-99a, mmu-mir-99a	microRNA 99a		16	16	NC_000082.6	77598936	77599000	plus	1		
10090	Mus musculus	723955	0	live	Mir135a-2	Mirn135a-2, mir-135a-2	microRNA 135a-2	mir 135a-2|mmu-mir-135a-2	10	10	NC_000076.6	92072086	92072185	minus	1		
10090	Mus musculus	735275	0	live	Mir499	Mirn499, mir-499, mmu-mir-499	microRNA 499	mir 499	2	2	NC_000068.7	155622880	155622958	plus	1		
10090	Mus musculus	723865	0	live	Mir429	Mirn429, mir-429, mmu-mir-429	microRNA 429	mir 429	4	4	NC_000070.6	156053905	156053987	minus	1		
10090	Mus musculus	723937	0	live	Mir433	Mirn433, mir-433, mmu-mir-433	microRNA 433	mir 433	12	12	NC_000078.6	109591715	109591838	plus	1		
10090	Mus musculus	723957	0	live	Mir194-2	Mirn194-2, mir-194-2	microRNA 194-2	mir 194-2|mmu-mir-194-2	19	19	NC_000085.6	6264643	6264728	plus	1		
10090	Mus musculus	723958	0	live	Mir196a-2	Mirn196a-2, mir-196a-2	microRNA 196a-2	mir 196a-2|mmu-mir-196a-2	15	15	NC_000081.6	102973350	102973434	plus	1		
10090	Mus musculus	723907	0	live	Mir322	Mirn322, mmu-mir-322	microRNA 322	mir 322	X	X	NC_000086.7	53054255	53054349	minus	1		
10090	Mus musculus	723922	0	live	Mir466	Mirn466, mmu-mir-466	microRNA 466	mir 466|mmu-mir-466a	2	2	NC_000068.7	10507918	10507990	plus	1		
10090	Mus musculus	723815	0	live	Mir128-2	Mirn128-2, Mirn128b, mir-128-2, mir-128b	microRNA 128-2	microRNA 128b|mir 128b|mmu-mir-128-2|mmu-mir-128b	9	9	NC_000075.6	112118636	112118711	minus	1		
10090	Mus musculus	387213	0	live	Mir217	Mirn217, mir-217, mmu-mir-217	microRNA 217		11	11	NC_000077.6	28763728	28763835	plus	1		
10090	Mus musculus	387234	0	live	Mir124b	Mirn124b	microRNA 124b										
10090	Mus musculus	723909	0	live	Mir342	Mirn342, mmu-mir-342	microRNA 342	mir 342	12	12	NC_000078.6	108658620	108658718	plus	1		
10090	Mus musculus	723956	0	live	Mir138-2	Mirn138-2, mir-138-2	microRNA 138-2	mir 138-2|mircoRNA 138-2|mmu-mir-138-2	8	8	NC_000074.6	94324311	94324381	plus	1		
10090	Mus musculus	723855	0	live	Mir376a	Mirn376a, mir-376a	microRNA 376a	mir 376a|mmu-mir-376a	12	12	NC_000078.6	109723781	109723848	plus	1		
10090	Mus musculus	724062	0	live	Mir101b	Mirn101b, mir-101b	microRNA 101b	mmu-mir-101b	19	19	NC_000085.6	29135279	29135375	plus	1		
10090	Mus musculus	723841	0	live	Mir328	Mirn328, miR-328, mmu-mir-328	microRNA 328	mir 328	8	8	NC_000074.6	105308364	105308460	minus	1		
